연번,자치구,주소,X좌표,Y좌표
444,강남구,강남구 삼성동 155-3 대,204956.2223,545248.4482
445,강남구,강남구 대치동 154-16 대,204987.1,545240.2187
446,강남구,강남구 대치동 154-17 대,205034.2658,545253.2025
447,강남구,강남구 대치동 154-10 대,205055.6009,545284.815
448,강남구,강남구 삼성동 154-9 대,205026.1647,545292.8912
449,강남구,강남구 논현동 280-22 도,202190.044,545026.9344
450,강남구,강남구 자곡동 188답,209354.986,542592.6995
451,강남구,강남구 자곡동 200잡,209245.2087,542543.3055
452,강남구,강남구 수서동 247-8 도,209292.0156,543009.401
453,강남구,강남구 삼성동 134-20 대,205059.725,546696.2312
454,강남구,강남구 수서동 99 천,209354.7573,542991.2616
455,강남구,강남구 압구정동 414 대,201730.1593,547042.4788
456,강남구,강남구 일원동 711 대,207789.6512,543469.9026
457,강남구,강남구 청담동 134-13 공,205077.1653,546757.0067
458,강남구,강남구 삼성동 134-16 대,205081.4227,546730.6712
459,강남구,강남구 대치동 186-5천,205969.5211,545606.2491
460,강남구,강남구 대치동 186-5천,205888.925,545584.5028
461,강남구,강남구 삼성동 186-5천,205863.1594,545625.7289
462,강남구,강남구 삼성동 186-5천,205959.784,545647.7207
463,강남구,강남구 대치동 999 대,205794.7125,545108.8312
464,강남구,강남구 대치동 999-7 대,205795.6748,545060.8623
465,강남구,강남구 역삼동 754 대,204083.3998,544037.3413
466,강남구,강남구 역삼동 754 대,204056.8925,544017.0243
467,강남구,강남구 신사동 414 대,201754.4101,547024.5317
468,강남구,강남구 대치동 186-5천,205990.9374,545416.1793
469,강남구,강남구 대치동 186-5천,205979.9406,545415.9412
470,강남구,강남구 역삼동 175-23 대,202805.7625,545231.9625
471,강남구,강남구 일원동 618 학,207115.9145,543507.262
472,강남구,강남구 대치동 996-15 대,205746.6429,545140.8236
473,강남구,강남구 삼성동 134-20 대,205059.3375,546689.0437
474,강남구,강남구 일원동 622-17 대,207170.4182,543520.1248
475,강남구,강남구 개포동 139 공,205725.2206,542223
476,강남구,강남구 개포동 139 공,205701.774,542214.0241
477,강남구,강남구 개포동 139 공,205749.9364,542230.5704
478,강남구,강남구 개포동 140 대,205732.6899,542175.4976
479,강남구,강남구 개포동 140 대,205756.0647,542182.7813
480,강남구,강남구 개포동 140 대,205777.2263,542210.9982
481,강남구,강남구 신사동 476 도,202954.1569,547720.9396
482,강남구,강남구 역삼동 725-76 도,203481.0323,544026.5442
483,강남구,강남구 역삼동 725-47 대,203493.0375,544047.3312
484,강남구,강남구 청담동 60 대,204367.4125,546737.2937
485,강남구,강남구 개포동 652 대,204903.9125,542528.9062
486,강남구,강남구 포이동 648-2 천,204651.55,542610.6937
487,강남구,강남구 개포동 647-2 도,204763.0011,542431.608
488,강남구,강남구 개포동 652 대,204781.6535,542415.7585
489,강남구,강남구 개포동 653 대,204783.6625,542396.8687
490,강남구,강남구 삼성동 130 대,204661.2442,545155.309
491,강남구,강남구 역삼동 1011-19 도,204482.2375,544584.6937
492,강남구,강남구 대치동 896 대,204502.675,544584.6312
493,강남구,강남구 대치동 896-7 대,204520.0168,544585.9859
494,강남구,강남구 대치동 896-6 대,204519.4698,544566.4589
495,강남구,강남구 역삼동 897-27 대,204491.5125,544549.7187
496,강남구,강남구 대치동 894 대,204768.4765,544669.6147
497,강남구,강남구 삼성동 134-16 대,205146.625,546767.375
498,강남구,강남구 삼성동 111-2 도,205177.7108,546779.4333
499,강남구,강남구 청담동 139-33 도,205176.6863,546797.7734
500,강남구,강남구 삼성동 186-3천,205876.0009,546234.1723
501,강남구,강남구 삼성동 186-3천,205895.5576,546233.6287
502,강남구,강남구 삼성동 186-3천,205900.2368,546231.6884
503,강남구,강남구 삼성동 186-3천,205900.7167,546210.7782
504,강남구,강남구 삼성동 186-3천,205880.174,546204.4362
505,강남구,강남구 삼성동 111-89 도,205085.4875,545795.8375
506,강남구,강남구 삼성동 159 대,205139.0146,545669.7594
507,강남구,강남구 삼성동 159 대,205111.1708,545665.4172
508,강남구,강남구 삼성동 159 대,205174.575,545529.8875
509,강남구,강남구 삼성동 159 대,205197.2009,545532.0438
510,강남구,강남구 삼성동 172-42 도,205802.1601,545850.8646
511,강남구,강남구 삼성동 111-104 도,203761.4674,546073.7304
512,강남구,강남구 논현동 111-104 도,203745.7625,546060.7437
513,강남구,강남구 수서동 711 학,209023.5918,543090.1377
514,강남구,강남구 수서동 711 학,209020.9148,543097.8407
515,강남구,강남구 수서동 513제,208785.4553,543732.3309
516,강남구,강남구 포이동 656 대,204690.6593,541769.7799
517,강남구,강남구 포이동 656 대,204679.6943,541772.4307
518,강남구,강남구 도곡동 91 학,204689.0902,543224.7002
519,강남구,강남구 도곡동 91 학,204659.549,543206.7389
520,강남구,강남구 수서동 508유,208785.2416,543741.6481
521,강남구,강남구 일원동 13-1 공,206865.2375,543724.1937
522,강남구,강남구 일원동 12 대,206744.0125,543659.7937
523,강남구,강남구 일원동 12 대,206729.55,543665.7625
524,강남구,강남구 일원동 700-3 도,206713.4529,543684.085
525,강남구,강남구 일원동 13-1 공,206850.8107,543736.9351
526,강남구,강남구 삼성동 28 학,204080.8125,545708.4312
527,강남구,강남구 일원동 50 대,207358.6303,542888.6642
528,강남구,강남구 수서동 산10-1임,207665.823,542714.203
529,강남구,강남구 일원동 산10-1임,207661.2627,542677.0722
530,강남구,강남구 신사동 433 대,201997.284,547179.6321
531,강남구,강남구 일원동 714 학,207065.8625,542567.5312
532,강남구,강남구 대치동 167 대,205616.6749,545470.0969
533,강남구,강남구 대치동 167 대,205612.6708,545483.2832
534,강남구,강남구 대치동 953-7 대,205274.342,544676.1748
535,강남구,강남구 대치동 1011 도,205106.3438,545006.3438
536,강남구,강남구 삼성동 148-13 대,204916.8129,545449.3836
537,강남구,강남구 청담동 134-38 대,205006.2331,546743.7715
538,강남구,강남구 삼성동 111-61 도,204534.8856,545875.8108
539,강남구,강남구 삼성동 22-3 대,204516.3424,545898.6257
540,강남구,강남구 삼성동 186-3천,205821.2641,546187.6128
541,강남구,강남구 삼성동 186-3천,205827.7243,546189.7912
542,강남구,강남구 신사동 668-14 도,202480.375,546907.0937
543,강남구,강남구 신사동 592-9 대,202470.072,546704.7332
544,강남구,강남구 신사동 592-9 대,202470.072,546704.7332
545,강남구,강남구 논현동 593-4 대,202513.075,546682.4187
546,강남구,강남구 논현동 593-3 대,202505.1641,546675.2764
547,강남구,강남구 압구정동 435 도,202302.399,547402.6737
548,강남구,강남구 대치동 78-25천,205961.6737,545322.1267
549,강남구,강남구 대치동 78-25천,205948.1573,545311.1618
550,강남구,강남구 역삼동 907-6 대,204555.9335,544378.7084
551,강남구,강남구 대치동 1011-85 도,204676.2193,544126.752
552,강남구,강남구 역삼동 923-4 대,204655.8125,544119.6687
553,강남구,강남구 역삼동 923-5 대,204656.9451,544104.3419
554,강남구,강남구 대치동 924-10 학,204694.1593,544119.1706
555,강남구,강남구 청담동 139-13 도,204657.4991,547285.5314
556,강남구,강남구 세곡동 산28-3임,209404.38,540637.6697
557,강남구,강남구 세곡동 산28-3임,209408.7255,540594.6271
558,강남구,강남구 세곡동 산39임,209032.5639,540650.6192
559,강남구,강남구 세곡동 341-3 대,209010.9115,540652.759
560,강남구,강남구 세곡동 산39임,209022.7332,540679.4375
561,강남구,강남구 세곡동 345전,208958.325,540685.6437
562,강남구,강남구 세곡동 346대,208945.7817,540662.4023
563,강남구,강남구 세곡동 108-9 잡,210482.325,540779.4187
564,강남구,강남구 세곡동 486천,210644.7969,540890.0938
565,강남구,강남구 율현동 697-2천,210651.7125,540953.6187
566,강남구,강남구 율현동 484천,210621.9583,540946.0362
567,강남구,강남구 율현동 485천,210613.425,540926.3562
568,강남구,강남구 논현동 2-11 대,201828.788,545960.3719
569,강남구,강남구 대치동 133 공,204373.4208,545021.3254
570,강남구,강남구 역삼동 227-5 대,202991.1,545293.5187
571,강남구,강남구 논현동 79-5 대,202703.7449,546035.7415
572,강남구,강남구 논현동 213-6 대,202839.5859,545704.7428
573,강남구,강남구 역삼동 657-17 대,203141.4222,544896.96
574,강남구,강남구 역삼동 670-12 대,203261.5402,544564.8002
575,강남구,강남구 역삼동 670-12 대,203261.5402,544564.8002
576,강남구,강남구 신사동 649-9 공,202973.0461,546907.4383
577,강남구,강남구 논현동 97-7 대,203097.7903,546546.6734
578,강남구,강남구 논현동 107-11 대,203152.1,546209.5937
579,강남구,강남구 대치동 894 대,204770.6211,544688.0693
580,강남구,강남구 역삼동 699-24 대,203807.2267,544775.8496
581,강남구,강남구 역삼동 698-37 대,203802.1053,544825.3297
582,강남구,강남구 포이동 1203대,204328.675,541609.5437
583,강남구,강남구 역삼동 685-12 대,203696.075,545074.1312
584,강남구,강남구 포이동 1271-7도,204330.1375,541594.6562
585,강남구,강남구 역삼동 800-18 도,202309.3188,544685.0837
586,강남구,강남구 논현동 34-17 대,202516.6409,545991.7653
587,강남구,강남구 논현동 34-9 대,202516.5509,545967.4994
588,강남구,강남구 삼성동 131 공,204284.786,545162.9273
589,강남구,강남구 역삼동 131 공,204272.6,545142.4812
590,강남구,강남구 대치동 995 도,205739.8625,544663.5437
591,강남구,강남구 일원동 306유,207128.6941,544452.7039
592,강남구,강남구 역삼동 670-5 대,203269.5451,544623.5751
593,강남구,강남구 역삼동 670-24 도,203281.7005,544622.5271
594,강남구,강남구 역삼동 801-33 도,203295.9574,544584.7674
595,강남구,강남구 역삼동 670-14 대,203288.9219,544576.5625
596,강남구,강남구 역삼동 699-19 대,203777.592,544764.9801
597,강남구,강남구 논현동 78-3 대,202734.2216,546077.0218
598,강남구,강남구 논현동 78-6 대,202737.8378,546048.808
599,강남구,강남구 논현동 78-7 대,202741.3828,546035.9308
600,강남구,강남구 논현동 279-59 도,202714.948,546034.1405
601,강남구,강남구 역삼동 182-18 대,202201.625,545000.2312
602,강남구,강남구 논현동 280-22 도,202179.3435,545025.085
603,강남구,강남구 논현동 280-19 도,202101.0024,545225.3915
604,강남구,강남구 논현동 279-96 도,202002.4038,545793.1732
605,강남구,강남구 삼성동 113-3 대,204037.9239,545394.8427
606,강남구,강남구 논현동 668-18 도,202483.251,546656.7921
607,강남구,강남구 논현동 668-18 도,202483.251,546656.7921
608,강남구,강남구 대치동 987-14 대,205462.35,544169.1687
609,강남구,강남구 수서동 733-4 도,208639.8479,542919.1943
610,강남구,강남구 신사동 433 대,202118.5813,547256.8932
611,강남구,강남구 신사동 433 대,202143.9719,547273.6922
612,강남구,강남구 일원동 575도,207455.8816,543965.9045
613,강남구,강남구 일원동 575도,207442.2125,543982.3062
614,강남구,강남구 신사동 493 대,203566.1375,547586.8812
615,강남구,강남구 압구정동 496 도,203586.1806,547613.5984
616,강남구,강남구 압구정동 497 공,203597.5405,547627.5488
617,강남구,강남구 도곡동 527 대,204711.1131,543962.3537
618,강남구,강남구 대치동 633 대,204918.125,543527.4062
619,강남구,강남구 대치동 645 대,204925.497,543495.2345
620,강남구,강남구 도곡동 670 대,204886.675,543469.9062
621,강남구,강남구 일원동 50 대,207366.5053,542880.5392
622,강남구,강남구 일원동 50 대,207382.6928,542884.4142
623,강남구,강남구 일원동 50 대,207389.0678,542893.6642
624,강남구,강남구 일원동 50 대,207385.8803,542905.5392
625,강남구,강남구 일원동 50 대,207373.5909,542911.6724
626,강남구,강남구 삼성동 111-86 도,204817.269,545682.5151
627,강남구,강남구 압구정동 453 도,202442.5977,547844.2465
628,강남구,강남구 도곡동 757 대,204306.4385,543919.3694
629,강남구,강남구 개포동 175 공,205108.4818,542840.1701
630,강남구,강남구 개포동 156 공,205401.0214,542550.3225
631,강남구,강남구 개포동 156 공,205395.2125,542533.6437
632,강남구,강남구 개포동 156 공,205444.0375,542523.1437
633,강남구,강남구 개포동 156 공,205447.2534,542480.6757
634,강남구,강남구 대치동 612 대,205259.8645,543724.5598
635,강남구,강남구 도곡동 산24-1 임,204431.5301,543202.9202
636,강남구,강남구 도곡동 467-6 대,204584.0486,543166.5161
637,강남구,강남구 도곡동 467-27 대,204575.453,543136.229
638,강남구,강남구 역삼동 227-4 대,203017.85,545296.2687
639,강남구,강남구 세곡동 110-5도,209606.5875,540577.6187
640,강남구,강남구 논현동 279-158 도,202974.1955,545327.3742
641,강남구,강남구 역삼동 833-6 종,202917.4057,543404.7817
642,강남구,강남구 역삼동 834-63 대,203081.2993,543468.5732
643,강남구,강남구 역삼동 858-15 도,203084.6728,543487.0508
644,강남구,강남구 도곡동 834-64 대,203082.3125,543443.3062
645,강남구,강남구 논현동 665-2 대,203438.675,547050.6437
646,강남구,강남구 청담동 139-1 도,203473.4856,547046.5675
647,강남구,강남구 역삼동 756-20 도,204472.6062,544021.3425
648,강남구,강남구 도곡동 756-15 대,204491.85,543999.0937
649,강남구,강남구 신사동 414 대,201691.301,546976.0028
650,강남구,강남구 압구정동 498 공,203135.0375,547749.1312
651,강남구,강남구 일원동 50 대,207358.0837,542906.0486
652,강남구,강남구 일원동 50 대,207350.225,542898.5937
653,강남구,강남구 압구정동 495 도,203613.6159,547614.3304
654,강남구,강남구 압구정동 507 공,203636.8667,547596.0651
655,강남구,강남구 청담동 509 도,203619.1443,547569.5313
656,강남구,강남구 청담동 495 도,203600.8343,547554.0671
657,강남구,강남구 신사동 493 대,203579.275,547571.2937
658,강남구,강남구 세곡동 108-9 잡,210478.5557,540792.6796
659,강남구,강남구 대치동 925-4 대,204857.4287,544156.248
660,강남구,강남구 대치동 927-24 대,204971.4625,544202.7437
661,강남구,강남구 대치동 316 대,205596.2785,543917.0991
662,강남구,강남구 개포동 181-1 도,205815.0701,543298.7443
